dataset,backbone,feature_sha256,device,tau_global,tau_local,knn_k,human_worse_label,instance_0.4,pairflip_0.3,symmetric_0.6
cifar10,clip_vit_l14,324cdcecef350cd0919f5089804d0503cecbd6eefb3927711811c9cf05922ed4,cuda:0,0.8,0.5,20,95.55643765126788,98.11861907661937,95.89503295533754,99.03712502990875
