method,dataset,noise_type,noise_rate,noise_name,backbone,feature_dim,feature_sha256,partition_feature_sha256,partition_file_sha256,partition_match,source_partition,seed,partition_seed,tau_global,tau_local,knn_k,gce_q,prototype_temperature,ece_num_bins,n_clean,n_hard,n_noisy,accuracy,macro_f1,ece_raw,temperature,ece_calibrated,n_calibration_anchors,anchor_mean_confidence,anchor_top_fraction,anchor_target_confidence
CE-GCE-SoftCE,cifar100,human,,human_noisy_label,clip_vit_l14,768,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,bb3f8bd04bd02ce6515f606267ec3ed0f6ace508f53ddf2fd2d78f73725ea524,exact_feature_hash,cifar100/clip_vit_l14/g0.8_l0.5_k20_cuda_0_545c5fce3452/human_noisy_label/seed_1/partition.csv,1,1,0.8,0.5,20,0.7,0.1,15,30058,4226,15716,0.8008000254631042,0.7938843471066624,0.0241422831799835,0.8054356538602377,0.051676161844283336,2944,0.9949995954343681,0.1,0.995
CE-GCE-SoftCE,cifar100,human,,human_noisy_label,clip_vit_l14,768,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,bb3f8bd04bd02ce6515f606267ec3ed0f6ace508f53ddf2fd2d78f73725ea524,exact_feature_hash,cifar100/clip_vit_l14/g0.8_l0.5_k20_cuda_0_545c5fce3452/human_noisy_label/seed_1/partition.csv,2,1,0.8,0.5,20,0.7,0.1,15,30058,4226,15716,0.7996000051498413,0.7924822716794737,0.021662171838432543,0.8003776852036153,0.051534446234256036,2942,0.994999428250888,0.1,0.995
CE-GCE-SoftCE,cifar100,human,,human_noisy_label,clip_vit_l14,768,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,bb3f8bd04bd02ce6515f606267ec3ed0f6ace508f53ddf2fd2d78f73725ea524,exact_feature_hash,cifar100/clip_vit_l14/g0.8_l0.5_k20_cuda_0_545c5fce3452/human_noisy_label/seed_1/partition.csv,3,1,0.8,0.5,20,0.7,0.1,15,30058,4226,15716,0.8003000020980835,0.7931854011986278,0.022542436053603912,0.8158613047310452,0.04868671539425848,2943,0.994999781686029,0.1,0.995
CE-GCE-SoftCE,cifar100,instance,0.4,instance_0.4,clip_vit_l14,768,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,0d51fa631479403e7877504d9976ca011a2a7d6f8fa917ace7434b18d1bb3391,exact_feature_hash,cifar100/clip_vit_l14/g0.8_l0.5_k20_cuda_0_545c5fce3452/instance_0.4/seed_1/partition.csv,1,1,0.8,0.5,20,0.7,0.1,15,28729,707,20564,0.8518000245094299,0.852181875029087,0.05192346024662255,0.8016455199465057,0.015217669234052301,2691,0.9949999953234945,0.1,0.995
CE-GCE-SoftCE,cifar100,instance,0.4,instance_0.4,clip_vit_l14,768,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,49de2239bbff6a41ef69ac291818af94545cb9cbc008e6c309c0a53c2f0381c9,exact_feature_hash,cifar100/clip_vit_l14/g0.8_l0.5_k20_cuda_0_545c5fce3452/instance_0.4/seed_2/partition.csv,2,2,0.8,0.5,20,0.7,0.1,15,28738,844,20418,0.8540999889373779,0.854296477206555,0.054871163903921834,0.7519864775090231,0.019935645697638386,2687,0.9949999956899214,0.1,0.995
CE-GCE-SoftCE,cifar100,instance,0.4,instance_0.4,clip_vit_l14,768,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,b4eefd5bf700edf3f737438f5e4c869cfed272d0680ab5088e2739e974920e81,exact_feature_hash,cifar100/clip_vit_l14/g0.8_l0.5_k20_cuda_0_545c5fce3452/instance_0.4/seed_3/partition.csv,3,3,0.8,0.5,20,0.7,0.1,15,28752,749,20499,0.8522999882698059,0.8525334390526634,0.051961337015032735,0.7988386092033971,0.014859271907806396,2700,0.9949999924824797,0.1,0.995
CE-GCE-SoftCE,cifar100,pairflip,0.3,pairflip_0.3,clip_vit_l14,768,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,4a7dde6ffc6adc671b95eb568e8be17a11b0c48943f9896d743286ca1df42531,exact_feature_hash,cifar100/clip_vit_l14/g0.8_l0.5_k20_cuda_0_545c5fce3452/pairflip_0.3/seed_1/partition.csv,1,1,0.8,0.5,20,0.7,0.1,15,28941,3115,17944,0.8328999876976013,0.8341125356810193,0.01800599641874435,0.8852055467888605,0.019049933502823115,2868,0.9949995869033239,0.1,0.995
CE-GCE-SoftCE,cifar100,pairflip,0.3,pairflip_0.3,clip_vit_l14,768,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,a42b14722fe0cdec96f0e1475963ec6c48e906da94db87f20dd5871c393aee30,exact_feature_hash,cifar100/clip_vit_l14/g0.8_l0.5_k20_cuda_0_545c5fce3452/pairflip_0.3/seed_2/partition.csv,2,2,0.8,0.5,20,0.7,0.1,15,28930,3067,18003,0.830299973487854,0.8309116645183181,0.0173349991235882,0.8846893262191253,0.019713300100713944,2857,0.9949995690344393,0.1,0.995
CE-GCE-SoftCE,cifar100,pairflip,0.3,pairflip_0.3,clip_vit_l14,768,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,92c8fa0bec534dec1878d29002fcccd8887712f78ebb77dca47b07dd3b417ae3,exact_feature_hash,cifar100/clip_vit_l14/g0.8_l0.5_k20_cuda_0_545c5fce3452/pairflip_0.3/seed_3/partition.csv,3,3,0.8,0.5,20,0.7,0.1,15,28923,2938,18139,0.8331999778747559,0.8332166872680018,0.016079891713336045,0.8865591982634515,0.017495280008018047,2867,0.9949996057571283,0.1,0.995
CE-GCE-SoftCE,cifar100,symmetric,0.6,symmetric_0.6,clip_vit_l14,768,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,c740f1da9768a14f3c7b56d57c1b1a6381645b1bee5770adbe79225f21155e8f,exact_feature_hash,cifar100/clip_vit_l14/g0.8_l0.5_k20_cuda_0_545c5fce3452/symmetric_0.6/seed_1/partition.csv,1,1,0.8,0.5,20,0.7,0.1,15,18347,878,30775,0.8425999879837036,0.8428146583390297,0.056553579183295365,0.8017765860076932,0.01662587141208346,1794,0.9949999924984552,0.1,0.995
CE-GCE-SoftCE,cifar100,symmetric,0.6,symmetric_0.6,clip_vit_l14,768,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,e012d3f85eac31bd0039c5c119a499d3082a7b33bd37b5285873fe1e5e06cf85,exact_feature_hash,cifar100/clip_vit_l14/g0.8_l0.5_k20_cuda_0_545c5fce3452/symmetric_0.6/seed_2/partition.csv,2,2,0.8,0.5,20,0.7,0.1,15,17756,960,31284,0.8417999744415283,0.8412721585283627,0.053042789224162674,0.8161761818865009,0.015012705140188353,1750,0.9949994121255474,0.1,0.995
CE-GCE-SoftCE,cifar100,symmetric,0.6,symmetric_0.6,clip_vit_l14,768,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,1c7e0b4908fa6016c578cfc61edf336bf6a4f4af0b5c7f58bc793625763d1433,exact_feature_hash,cifar100/clip_vit_l14/g0.8_l0.5_k20_cuda_0_545c5fce3452/symmetric_0.6/seed_3/partition.csv,3,3,0.8,0.5,20,0.7,0.1,15,18172,754,31074,0.8411999940872192,0.8410864261970942,0.05642012781016525,0.7691746973627828,0.016290287900343575,1774,0.9949995542585438,0.1,0.995
