dataset,noise_name,backbone,n_runs,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std
cifar100,human_noisy_label,vit_l16_imagenet,3,0.8607666691144308,0.0014571823443575,0.8588149262307182,0.0015327396279820184
cifar100,instance_0.4,vit_l16_imagenet,3,0.9120000004768372,0.0005291366914414634,0.9122026517499185,0.0005504112748214719
cifar100,pairflip_0.3,vit_l16_imagenet,3,0.9003000060717264,0.0012529950233879567,0.9003983620411926,0.0012175760304438542
cifar100,symmetric_0.6,vit_l16_imagenet,3,0.9031999905904134,0.002622987997063697,0.9033092891588196,0.0025490554802605632
