dataset,noise_name,backbone,n_runs,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,ece_raw_mean,ece_raw_std,temperature_mean,temperature_std,ece_calibrated_mean,ece_calibrated_std,n_calibration_anchors_mean,n_calibration_anchors_std
cifar10,human_worse_label,clip_vit_b16,3,0.9331000049908956,9.99867930911968e-05,0.9330675205392853,0.00010180765500806338,0.017119032898048548,0.0004994704700323313,1.0318219614513477,5.2948405164057234e-05,0.021757224800189327,0.00021180766157178843,2941.3333333333335,0.5773502691895601
cifar10,instance_0.4,clip_vit_b16,3,0.9400666554768881,0.001814751125795214,0.9401734705347199,0.001742820886164779,0.018163294867177857,0.006778747993061566,0.9808963661104245,0.09316129774027955,0.015517499046027632,0.005731481652168991,2833.0,40.7308237088326
cifar10,pairflip_0.3,clip_vit_b16,3,0.93613334496816,0.0003511873315040214,0.9361942115798286,0.0003405955224014046,0.00881431134293475,0.00036212702612566403,1.1275861466850525,0.0020433386264187008,0.020810265153149793,0.0006021930514077618,3185.6666666666665,4.163331998932284
cifar10,symmetric_0.6,clip_vit_b16,3,0.9382666746775309,0.0012096695509363252,0.9384020779631488,0.0012143154533911429,0.04139077991644543,0.0013333723523041093,0.8444055829055763,0.007228615825713393,0.013155655845503045,0.0015794016192991545,1871.0,6.244997998398398
