dataset,noise_name,backbone,n_runs,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std
cifar100,human_noisy_label,clip_vit_b16,3,0.7222333351771036,0.001026341533025598,0.7138829187722481,0.001066487031224003
cifar100,instance_0.4,clip_vit_b16,3,0.7794999877611796,0.0007937331971969797,0.7792775528516676,0.0012194830608429465
cifar100,pairflip_0.3,clip_vit_b16,3,0.7500333189964294,0.0021362063473591335,0.7492704647247415,0.002343201406314696
cifar100,symmetric_0.6,clip_vit_b16,3,0.7669000029563904,0.0003605570983680376,0.765872991743837,0.00047609444772933336
