dataset,noise_name,seed,feature_sha256,method,precision,recall,f1,actual_noise_rate
cifar10,human_worse_label,2,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-V,0.9585475404513232,0.8810684440907283,0.9181763989321722,0.40208
cifar10,human_worse_label,3,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-R,0.9586283802620574,0.8552029446876244,0.9039669812560793,0.40208
cifar10,human_worse_label,3,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-V,0.9585475404513232,0.8810684440907283,0.9181763989321722,0.40208
cifar10,instance_0.4,1,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-R,0.9455385852090032,0.9371109893940148,0.9413059244254383,0.40166
cifar10,instance_0.4,1,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-V,0.9537108076313232,0.9284469451775134,0.9409093202805672,0.40166
cifar10,instance_0.4,2,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-R,0.9441956423287878,0.9381530923453827,0.9411646687064252,0.40002
cifar10,instance_0.4,2,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-V,0.9538232882328823,0.9305034748262587,0.9420190823273353,0.40002
cifar10,instance_0.4,3,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-R,0.9406708074534161,0.9503036996134733,0.9454627178744444,0.39842
cifar10,instance_0.4,3,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-V,0.9535948710120592,0.9407660258019176,0.94713700914742,0.39842
cifar10,pairflip_0.3,1,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-R,0.8114497850722938,0.8338799277156816,0.8225119656709028,0.29882
cifar10,pairflip_0.3,1,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-V,0.8592753731903083,0.7666822836490195,0.8103423882286361,0.29882
cifar10,pairflip_0.3,2,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-R,0.8091961414790997,0.8345824766200173,0.8216932771737356,0.30154
cifar10,pairflip_0.3,2,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-V,0.859255406108345,0.7669297605624461,0.8104717179505152,0.30154
cifar10,pairflip_0.3,3,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-R,0.8107397189965997,0.8412328584742378,0.8257048580482864,0.30044
cifar10,pairflip_0.3,3,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-V,0.8630177957230447,0.7683397683397684,0.8129313987885618,0.30044
cifar10,symmetric_0.6,1,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-R,0.9207371445556326,0.9288665289531552,0.9247839716053273,0.60028
cifar10,symmetric_0.6,1,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-V,0.9507539536594336,0.861298060904911,0.9038179148311307,0.60028
cifar10,symmetric_0.6,2,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-R,0.922792417938049,0.9317772590863621,0.9272630740642421,0.5998
cifar10,symmetric_0.6,2,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-V,0.9512499083644894,0.8653551183727909,0.9062718256739768,0.5998
cifar10,symmetric_0.6,3,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-R,0.919556035752873,0.9351401744689352,0.9272826320220545,0.60068
cifar10,symmetric_0.6,3,2f094e7193852ec3c3b1dbb0699dd52ca51bdd34f409a0355f1bab4796c0c60c,SimiFeat-V,0.9514262548831725,0.859559166278218,0.903162608452281,0.60068
cifar100,human_noisy_label,1,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-R,0.8794235388310648,0.8197014925373134,0.8485129393588258,0.402
cifar100,human_noisy_label,1,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-V,0.8787041551546672,0.8069651741293532,0.8413081252107161,0.402
cifar100,human_noisy_label,2,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-R,0.879614937057019,0.827363184079602,0.8526893298466902,0.402
cifar100,human_noisy_label,2,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-V,0.8787041551546672,0.8069651741293532,0.8413081252107161,0.402
cifar100,human_noisy_label,3,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-R,0.8789454140363906,0.8243283582089552,0.850761212805833,0.402
cifar100,human_noisy_label,3,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-V,0.8787041551546672,0.8069651741293532,0.8413081252107161,0.402
cifar100,instance_0.4,1,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-R,0.8452975217564165,0.9630580300971362,0.9003434809203407,0.39738
cifar100,instance_0.4,1,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-V,0.8700879900492928,0.9505762745986209,0.9085530113527035,0.39738
cifar100,instance_0.4,2,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-R,0.8387467409076849,0.9551607870766443,0.8931764705882353,0.39742
cifar100,instance_0.4,2,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-V,0.8634551038181235,0.9480146947813396,0.9037612742275954,0.39742
cifar100,instance_0.4,3,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-R,0.8415920574417162,0.957780580075662,0.8959350744331989,0.3965
cifar100,instance_0.4,3,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-V,0.8638966512437583,0.9512232030264817,0.9054592596149229,0.3965
cifar100,pairflip_0.3,1,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-R,0.6664492989892403,0.8203893237005819,0.7354502113879644,0.29898
cifar100,pairflip_0.3,1,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-V,0.7069973536833036,0.7684794969563181,0.7364574652221296,0.29898
cifar100,pairflip_0.3,2,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-R,0.6542636496192688,0.8061618312483364,0.7223133104784618,0.30056
cifar100,pairflip_0.3,2,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-V,0.6967682363804247,0.7531940377961139,0.7238832219486458,0.30056
cifar100,pairflip_0.3,3,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-R,0.6583898075359176,0.8092223628973146,0.726055243333732,0.30014
cifar100,pairflip_0.3,3,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-V,0.6962912848268651,0.7543812887319251,0.7241732233096655,0.30014
cifar100,symmetric_0.6,1,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-R,0.9097254828309388,0.9742223116116921,0.9408698748765761,0.59664
cifar100,symmetric_0.6,1,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-V,0.941581123467351,0.8855256100831322,0.9126934770591487,0.59664
cifar100,symmetric_0.6,2,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-R,0.9091782647779052,0.9744518272425249,0.940684081397027,0.602
cifar100,symmetric_0.6,2,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-V,0.9410609037328095,0.8752491694352159,0.9069627334538256,0.602
cifar100,symmetric_0.6,3,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-R,0.9065507318129777,0.9759485659082581,0.9399704825462012,0.60038
cifar100,symmetric_0.6,3,872ee970e7281b7e404723a0abedd51b6f7b1282d383d48cf8a9862f3d8a25c3,SimiFeat-V,0.940088074437105,0.8818081881475066,0.9100159856988157,0.60038
