dataset,backbone,feature_sha256,device,tau_global,tau_local,knn_k,noise_name,seed,hard_detection_threshold,added_count,added_true_noisy,added_true_clean,original_precision,original_recall,original_f1,original_tp,original_fp,original_fn,original_tn,expanded_precision,expanded_recall,expanded_f1,expanded_tp,expanded_fp,expanded_fn,expanded_tn,delta_f1_pp
cifar10,clip_vit_b16,f640b02cc936b7b69e4d4510d7aeac3f1b567525046fa9bef2ae4bd69cec496f,cuda,0.8,0.5,20,human_worse_label,1,0.5,0,0,0,0.9719223736211879,0.8195881416633506,0.8892786787921311,16477,476,3627,29420,0.9719223736211879,0.8195881416633506,0.8892786787921311,16477,476,3627,29420,0.0
cifar10,clip_vit_b16,f640b02cc936b7b69e4d4510d7aeac3f1b567525046fa9bef2ae4bd69cec496f,cuda,0.8,0.5,20,human_worse_label,2,0.5,0,0,0,0.9719157472417251,0.8193891762833267,0.8891587725690228,16473,476,3631,29420,0.9719157472417251,0.8193891762833267,0.8891587725690228,16473,476,3631,29420,0.0
cifar10,clip_vit_b16,f640b02cc936b7b69e4d4510d7aeac3f1b567525046fa9bef2ae4bd69cec496f,cuda,0.8,0.5,20,human_worse_label,3,0.5,0,0,0,0.9717620703884926,0.8199363310783924,0.8894164620821755,16484,479,3620,29417,0.9717620703884926,0.8199363310783924,0.8894164620821755,16484,479,3620,29417,0.0
cifar10,clip_vit_b16,f640b02cc936b7b69e4d4510d7aeac3f1b567525046fa9bef2ae4bd69cec496f,cuda,0.8,0.5,20,instance_0.4,1,0.5,0,0,0,0.9357629041406693,0.9857590997360952,0.9601105749411964,19797,1359,286,28558,0.9357629041406693,0.9857590997360952,0.9601105749411964,19797,1359,286,28558,0.0
cifar10,clip_vit_b16,f640b02cc936b7b69e4d4510d7aeac3f1b567525046fa9bef2ae4bd69cec496f,cuda,0.8,0.5,20,instance_0.4,2,0.5,0,0,0,0.9715772822370771,0.951952402379881,0.9616647305419466,19040,557,961,29442,0.9715772822370771,0.951952402379881,0.9616647305419466,19040,557,961,29442,0.0
cifar10,clip_vit_b16,f640b02cc936b7b69e4d4510d7aeac3f1b567525046fa9bef2ae4bd69cec496f,cuda,0.8,0.5,20,instance_0.4,3,0.5,0,0,0,0.9638632718524459,0.9653631845790874,0.964612645148346,19231,721,690,29358,0.9638632718524459,0.9653631845790874,0.964612645148346,19231,721,690,29358,0.0
cifar10,clip_vit_b16,f640b02cc936b7b69e4d4510d7aeac3f1b567525046fa9bef2ae4bd69cec496f,cuda,0.8,0.5,20,pairflip_0.3,1,0.5,0,0,0,0.862761259935237,0.9807911117060437,0.9179978700745474,14654,2331,287,32728,0.862761259935237,0.9807911117060437,0.9179978700745474,14654,2331,287,32728,0.0
cifar10,clip_vit_b16,f640b02cc936b7b69e4d4510d7aeac3f1b567525046fa9bef2ae4bd69cec496f,cuda,0.8,0.5,20,pairflip_0.3,2,0.5,0,0,0,0.8738395620090454,0.9739338064601711,0.9211756218437314,14684,2120,393,32803,0.8738395620090454,0.9739338064601711,0.9211756218437314,14684,2120,393,32803,0.0
cifar10,clip_vit_b16,f640b02cc936b7b69e4d4510d7aeac3f1b567525046fa9bef2ae4bd69cec496f,cuda,0.8,0.5,20,pairflip_0.3,3,0.5,0,0,0,0.8736159066555542,0.9769005458660631,0.9223758642363293,14675,2123,347,32855,0.8736159066555542,0.9769005458660631,0.9223758642363293,14675,2123,347,32855,0.0
cifar10,clip_vit_b16,f640b02cc936b7b69e4d4510d7aeac3f1b567525046fa9bef2ae4bd69cec496f,cuda,0.8,0.5,20,symmetric_0.6,1,0.5,0,0,0,0.9790673644211859,0.9786432997934297,0.9788552861784554,29373,628,641,19358,0.9790673644211859,0.9786432997934297,0.9788552861784554,29373,628,641,19358,0.0
cifar10,clip_vit_b16,f640b02cc936b7b69e4d4510d7aeac3f1b567525046fa9bef2ae4bd69cec496f,cuda,0.8,0.5,20,symmetric_0.6,2,0.5,0,0,0,0.9743006820203618,0.9860286762254085,0.980129596791568,29571,780,419,19230,0.9743006820203618,0.9860286762254085,0.980129596791568,29571,780,419,19230,0.0
cifar10,clip_vit_b16,f640b02cc936b7b69e4d4510d7aeac3f1b567525046fa9bef2ae4bd69cec496f,cuda,0.8,0.5,20,symmetric_0.6,3,0.5,0,0,0,0.9736357053518531,0.9849170939601785,0.979243908898305,29581,801,453,19165,0.9736357053518531,0.9849170939601785,0.979243908898305,29581,801,453,19165,0.0
