protocol,dataset,backbone,noise_type,noise_name,noise_ratio,noise_generator,seed,device,num_samples,feature_sha256,tau_global,tau_local,knn_k,actual_noise_rate,precision,recall,f1,clean_count,hard_count,noisy_count,local_gmm_fallback
global_local_gmm_pairflip_v1,cifar10,vit_l16_imagenet,human,human_worse_label,,human_worse_label,1,cuda:0,50000,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,0.8,0.5,20,0.40208,0.9965673654529852,0.8086947871070433,0.8928551815036521,30529,3157,16314,False
global_local_gmm_pairflip_v1,cifar10,vit_l16_imagenet,human,human_worse_label,,human_worse_label,2,cuda:0,50000,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,0.8,0.5,20,0.40208,0.9958605410447762,0.8496319140469558,0.9169529740176079,30536,2312,17152,False
global_local_gmm_pairflip_v1,cifar10,vit_l16_imagenet,human,human_worse_label,,human_worse_label,3,cuda:0,50000,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,0.8,0.5,20,0.40208,0.9965675758504444,0.8087445284520494,0.8928855817018589,30526,3159,16315,False
global_local_gmm_pairflip_v1,cifar10,vit_l16_imagenet,instance,instance_0.4,0.4,jyp_matrix_idn,1,cuda:0,50000,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,0.8,0.5,20,0.40166,0.9881082152413041,0.9929791365831798,0.9905376878182044,29493,325,20182,False
global_local_gmm_pairflip_v1,cifar10,vit_l16_imagenet,instance,instance_0.4,0.4,jyp_matrix_idn,2,cuda:0,50000,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,0.8,0.5,20,0.40002,0.9900965212145586,0.984700764961752,0.9873912716516682,29926,182,19892,False
global_local_gmm_pairflip_v1,cifar10,vit_l16_imagenet,instance,instance_0.4,0.4,jyp_matrix_idn,3,cuda:0,50000,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,0.8,0.5,20,0.39842,0.9891805249449008,0.9913156970031625,0.9902469600100289,29881,155,19964,False
global_local_gmm_pairflip_v1,cifar10,vit_l16_imagenet,pairflip,pairflip_0.3,0.3,pairflip_0.3,1,cuda:0,50000,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,0.8,0.5,20,0.29882,0.9616754062277465,0.99424402650425,0.9776885612741871,34289,264,15447,False
global_local_gmm_pairflip_v1,cifar10,vit_l16_imagenet,pairflip,pairflip_0.3,0.3,pairflip_0.3,2,cuda:0,50000,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,0.8,0.5,20,0.30154,0.9625369489782805,0.9935000331630961,0.9777734260256535,34160,278,15562,False
global_local_gmm_pairflip_v1,cifar10,vit_l16_imagenet,pairflip,pairflip_0.3,0.3,pairflip_0.3,3,cuda:0,50000,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,0.8,0.5,20,0.30044,0.9643157282306548,0.9930102516309413,0.9784526581614247,34236,295,15469,False
global_local_gmm_pairflip_v1,cifar10,vit_l16_imagenet,symmetric,symmetric_0.6,0.6,symmetric_0.6,1,cuda:0,50000,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,0.8,0.5,20,0.60028,0.9940642923836202,0.9932031718531352,0.9936335455484817,19808,204,29988,False
global_local_gmm_pairflip_v1,cifar10,vit_l16_imagenet,symmetric,symmetric_0.6,0.6,symmetric_0.6,2,cuda:0,50000,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,0.8,0.5,20,0.5998,0.9939658621149486,0.9941647215738579,0.9940652818991098,19815,189,29996,False
global_local_gmm_pairflip_v1,cifar10,vit_l16_imagenet,symmetric,symmetric_0.6,0.6,symmetric_0.6,3,cuda:0,50000,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,0.8,0.5,20,0.60068,0.9953575364884273,0.9922754211893188,0.993814089203835,19757,302,29941,False
