dataset,backbone,feature_sha256,device,tau_global,tau_local,knn_k,noise_name,seed,hard_detection_threshold,added_count,added_true_noisy,added_true_clean,original_precision,original_recall,original_f1,original_tp,original_fp,original_fn,original_tn,expanded_precision,expanded_recall,expanded_f1,expanded_tp,expanded_fp,expanded_fn,expanded_tn,delta_f1_pp
cifar10,vit_l16_imagenet,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,cuda:0,0.8,0.5,20,human_worse_label,1,0.5,0,0,0,0.9965673654529852,0.8086947871070433,0.8928551815036521,16258,56,3846,29840,0.9965673654529852,0.8086947871070433,0.8928551815036521,16258,56,3846,29840,0.0
cifar10,vit_l16_imagenet,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,cuda:0,0.8,0.5,20,human_worse_label,2,0.5,0,0,0,0.9958605410447762,0.8496319140469558,0.9169529740176079,17081,71,3023,29825,0.9958605410447762,0.8496319140469558,0.9169529740176079,17081,71,3023,29825,0.0
cifar10,vit_l16_imagenet,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,cuda:0,0.8,0.5,20,human_worse_label,3,0.5,0,0,0,0.9965675758504444,0.8087445284520494,0.8928855817018589,16259,56,3845,29840,0.9965675758504444,0.8087445284520494,0.8928855817018589,16259,56,3845,29840,0.0
cifar10,vit_l16_imagenet,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,cuda:0,0.8,0.5,20,instance_0.4,1,0.5,0,0,0,0.9881082152413041,0.9929791365831798,0.9905376878182044,19942,240,141,29677,0.9881082152413041,0.9929791365831798,0.9905376878182044,19942,240,141,29677,0.0
cifar10,vit_l16_imagenet,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,cuda:0,0.8,0.5,20,instance_0.4,2,0.5,0,0,0,0.9900965212145586,0.984700764961752,0.9873912716516682,19695,197,306,29802,0.9900965212145586,0.984700764961752,0.9873912716516682,19695,197,306,29802,0.0
cifar10,vit_l16_imagenet,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,cuda:0,0.8,0.5,20,instance_0.4,3,0.5,0,0,0,0.9891805249449008,0.9913156970031625,0.9902469600100289,19748,216,173,29863,0.9891805249449008,0.9913156970031625,0.9902469600100289,19748,216,173,29863,0.0
cifar10,vit_l16_imagenet,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,cuda:0,0.8,0.5,20,pairflip_0.3,1,0.5,0,0,0,0.9616754062277465,0.99424402650425,0.9776885612741871,14855,592,86,34467,0.9616754062277465,0.99424402650425,0.9776885612741871,14855,592,86,34467,0.0
cifar10,vit_l16_imagenet,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,cuda:0,0.8,0.5,20,pairflip_0.3,2,0.5,0,0,0,0.9625369489782805,0.9935000331630961,0.9777734260256535,14979,583,98,34340,0.9625369489782805,0.9935000331630961,0.9777734260256535,14979,583,98,34340,0.0
cifar10,vit_l16_imagenet,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,cuda:0,0.8,0.5,20,pairflip_0.3,3,0.5,0,0,0,0.9643157282306548,0.9930102516309413,0.9784526581614247,14917,552,105,34426,0.9643157282306548,0.9930102516309413,0.9784526581614247,14917,552,105,34426,0.0
cifar10,vit_l16_imagenet,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,cuda:0,0.8,0.5,20,symmetric_0.6,1,0.5,0,0,0,0.9940642923836202,0.9932031718531352,0.9936335455484817,29810,178,204,19808,0.9940642923836202,0.9932031718531352,0.9936335455484817,29810,178,204,19808,0.0
cifar10,vit_l16_imagenet,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,cuda:0,0.8,0.5,20,symmetric_0.6,2,0.5,0,0,0,0.9939658621149486,0.9941647215738579,0.9940652818991098,29815,181,175,19829,0.9939658621149486,0.9941647215738579,0.9940652818991098,29815,181,175,19829,0.0
cifar10,vit_l16_imagenet,94e070df6a06e86b9e41b0f57edec3e12304c38de7d35a9a54ffb908c32d174d,cuda:0,0.8,0.5,20,symmetric_0.6,3,0.5,0,0,0,0.9953575364884273,0.9922754211893188,0.993814089203835,29802,139,232,19827,0.9953575364884273,0.9922754211893188,0.993814089203835,29802,139,232,19827,0.0
