dataset,backbone,feature_sha256,device,tau_global,tau_local,knn_k,noise_name,seed,hard_detection_threshold,added_count,added_true_noisy,added_true_clean,original_precision,original_recall,original_f1,original_tp,original_fp,original_fn,original_tn,expanded_precision,expanded_recall,expanded_f1,expanded_tp,expanded_fp,expanded_fn,expanded_tn,delta_f1_pp
cifar100,clip_vit_l14,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,cuda:0,0.8,0.5,20,human_noisy_label,1,0.5,0,0,0,0.9088190379231357,0.7105970149253731,0.7975765021219566,14283,1433,5817,28467,0.9088190379231357,0.7105970149253731,0.7975765021219566,14283,1433,5817,28467,0.0
cifar100,clip_vit_l14,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,cuda:0,0.8,0.5,20,human_noisy_label,2,0.5,0,0,0,0.9083285687059272,0.7113432835820895,0.7978572026450155,14298,1443,5802,28457,0.9083285687059272,0.7113432835820895,0.7978572026450155,14298,1443,5802,28457,0.0
cifar100,clip_vit_l14,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,cuda:0,0.8,0.5,20,human_noisy_label,3,0.5,0,0,0,0.908720819286305,0.7107462686567164,0.7976326735713688,14286,1435,5814,28465,0.908720819286305,0.7107462686567164,0.7976326735713688,14286,1435,5814,28465,0.0
cifar100,clip_vit_l14,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,cuda:0,0.8,0.5,20,instance_0.4,1,0.5,0,0,0,0.9432503404007002,0.9762444008254064,0.9594638043182548,19397,1167,472,28964,0.9432503404007002,0.9762444008254064,0.9594638043182548,19397,1167,472,28964,0.0
cifar100,clip_vit_l14,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,cuda:0,0.8,0.5,20,instance_0.4,2,0.5,0,0,0,0.9431873836810657,0.9691510241054804,0.9559929509295341,19258,1160,613,28969,0.9431873836810657,0.9691510241054804,0.9559929509295341,19258,1160,613,28969,0.0
cifar100,clip_vit_l14,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,cuda:0,0.8,0.5,20,instance_0.4,3,0.5,0,0,0,0.9401434216303234,0.9721059268600252,0.9558575538141058,19272,1227,553,28948,0.9401434216303234,0.9721059268600252,0.9558575538141058,19272,1227,553,28948,0.0
cifar100,clip_vit_l14,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,cuda:0,0.8,0.5,20,pairflip_0.3,1,0.5,0,0,0,0.737238074008025,0.8849421365977658,0.8043656705074028,13229,4715,1720,30336,0.737238074008025,0.8849421365977658,0.8043656705074028,13229,4715,1720,30336,0.0
cifar100,clip_vit_l14,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,cuda:0,0.8,0.5,20,pairflip_0.3,2,0.5,0,0,0,0.7405432427928679,0.8871439978706415,0.8072416820562502,13332,4671,1696,30301,0.7405432427928679,0.8871439978706415,0.8072416820562502,13332,4671,1696,30301,0.0
cifar100,clip_vit_l14,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,cuda:0,0.8,0.5,20,pairflip_0.3,3,0.5,0,0,0,0.7414962236065935,0.8962484174052109,0.811560972666385,13450,4689,1557,30304,0.7414962236065935,0.8962484174052109,0.811560972666385,13450,4689,1557,30304,0.0
cifar100,clip_vit_l14,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,cuda:0,0.8,0.5,20,symmetric_0.6,1,0.5,0,0,0,0.9572380178716491,0.987496647894878,0.9721319319550547,29459,1316,373,18852,0.9572380178716491,0.987496647894878,0.9721319319550547,29459,1316,373,18852,0.0
cifar100,clip_vit_l14,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,cuda:0,0.8,0.5,20,symmetric_0.6,2,0.5,0,0,0,0.9518923411328475,0.9893355481727575,0.9702528346148833,29779,1505,321,18395,0.9518923411328475,0.9893355481727575,0.9702528346148833,29779,1505,321,18395,0.0
cifar100,clip_vit_l14,545c5fce3452b8dc83b51045507c6acb95698dccc6db7ee2e214838036841ae4,cuda:0,0.8,0.5,20,symmetric_0.6,3,0.5,0,0,0,0.9544635386496749,0.9880075951897132,0.9709459348861572,29659,1415,360,18566,0.9544635386496749,0.9880075951897132,0.9709459348861572,29659,1415,360,18566,0.0
