protocol,dataset,backbone,noise_type,noise_name,noise_ratio,noise_generator,seed,device,num_samples,feature_sha256,tau_global,tau_local,knn_k,actual_noise_rate,precision,recall,f1,clean_count,hard_count,noisy_count,local_gmm_fallback
global_local_gmm_pairflip_v1,cifar100,dinov2_vit_b14,human,human_noisy_label,,human_noisy_label,1,cuda,50000,ef58a637e4eefb95d7acdaf17accf5debe19047613be98506bb859c4ba00ec3a,0.8,0.5,20,0.402,0.8769459926965213,0.9080099502487562,0.8922076652326946,23291,5897,20812,False
global_local_gmm_pairflip_v1,cifar100,dinov2_vit_b14,human,human_noisy_label,,human_noisy_label,2,cuda,50000,ef58a637e4eefb95d7acdaf17accf5debe19047613be98506bb859c4ba00ec3a,0.8,0.5,20,0.402,0.8769459926965213,0.9080099502487562,0.8922076652326946,23300,5888,20812,False
global_local_gmm_pairflip_v1,cifar100,dinov2_vit_b14,human,human_noisy_label,,human_noisy_label,3,cuda,50000,ef58a637e4eefb95d7acdaf17accf5debe19047613be98506bb859c4ba00ec3a,0.8,0.5,20,0.402,0.8769881312767287,0.9080099502487562,0.8922294737356701,23302,5887,20811,False
global_local_gmm_pairflip_v1,cifar100,dinov2_vit_b14,instance,instance_0.4,0.4,jyp_matrix_idn,1,cuda,50000,ef58a637e4eefb95d7acdaf17accf5debe19047613be98506bb859c4ba00ec3a,0.8,0.5,20,0.39738,0.9666979593853451,0.9846997835824651,0.9756158372394534,29295,466,20239,False
global_local_gmm_pairflip_v1,cifar100,dinov2_vit_b14,instance,instance_0.4,0.4,jyp_matrix_idn,2,cuda,50000,ef58a637e4eefb95d7acdaf17accf5debe19047613be98506bb859c4ba00ec3a,0.8,0.5,20,0.39742,0.9696186166774402,0.9813295757636757,0.9754389475263868,29425,464,20111,False
global_local_gmm_pairflip_v1,cifar100,dinov2_vit_b14,instance,instance_0.4,0.4,jyp_matrix_idn,3,cuda,50000,ef58a637e4eefb95d7acdaf17accf5debe19047613be98506bb859c4ba00ec3a,0.8,0.5,20,0.3965,0.9660882498760536,0.9829003783102144,0.9744218027253406,29341,489,20170,False
global_local_gmm_pairflip_v1,cifar100,dinov2_vit_b14,pairflip,pairflip_0.3,0.3,pairflip_0.3,1,cuda,50000,ef58a637e4eefb95d7acdaf17accf5debe19047613be98506bb859c4ba00ec3a,0.8,0.5,20,0.29898,0.8002168609379235,0.9873570138470801,0.8839911361322393,29825,1730,18445,False
global_local_gmm_pairflip_v1,cifar100,dinov2_vit_b14,pairflip,pairflip_0.3,0.3,pairflip_0.3,2,cuda,50000,ef58a637e4eefb95d7acdaf17accf5debe19047613be98506bb859c4ba00ec3a,0.8,0.5,20,0.30056,0.8177348066298342,0.9848948629225446,0.8935643564356436,29979,1921,18100,False
global_local_gmm_pairflip_v1,cifar100,dinov2_vit_b14,pairflip,pairflip_0.3,0.3,pairflip_0.3,3,cuda,50000,ef58a637e4eefb95d7acdaf17accf5debe19047613be98506bb859c4ba00ec3a,0.8,0.5,20,0.30014,0.8009179265658747,0.9884054108082895,0.8848390849166343,29859,1621,18520,False
global_local_gmm_pairflip_v1,cifar100,dinov2_vit_b14,symmetric,symmetric_0.6,0.6,symmetric_0.6,1,cuda,50000,ef58a637e4eefb95d7acdaf17accf5debe19047613be98506bb859c4ba00ec3a,0.8,0.5,20,0.59664,0.9761402583706829,0.9928935371413248,0.9844456261632545,19175,481,30344,False
global_local_gmm_pairflip_v1,cifar100,dinov2_vit_b14,symmetric,symmetric_0.6,0.6,symmetric_0.6,2,cuda,50000,ef58a637e4eefb95d7acdaf17accf5debe19047613be98506bb859c4ba00ec3a,0.8,0.5,20,0.602,0.9786210057621791,0.9930564784053156,0.9857858980278346,19002,454,30544,False
global_local_gmm_pairflip_v1,cifar100,dinov2_vit_b14,symmetric,symmetric_0.6,0.6,symmetric_0.6,3,cuda,50000,ef58a637e4eefb95d7acdaf17accf5debe19047613be98506bb859c4ba00ec3a,0.8,0.5,20,0.60038,0.9775642076950831,0.9928045571138279,0.9851254421049153,19146,367,30487,False
