dataset,noise_name,seed,feature_sha256,method,precision,recall,f1,actual_noise_rate
cifar10,human_worse_label,2,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-V,0.9179445350734095,0.839683645045762,0.8770717514417832,0.40208
cifar10,human_worse_label,3,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-R,0.912346079066753,0.8402805411858336,0.8748316934230969,0.40208
cifar10,human_worse_label,3,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-V,0.9179445350734095,0.839683645045762,0.8770717514417832,0.40208
cifar10,instance_0.4,1,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-R,0.885394862036156,0.9267041776626997,0.9055786682237307,0.40166
cifar10,instance_0.4,1,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-V,0.9044117647058824,0.9064382811332968,0.905423888985601,0.40166
cifar10,instance_0.4,2,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-R,0.886728128301162,0.9233038348082596,0.9046464349572587,0.40002
cifar10,instance_0.4,2,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-V,0.9051780096869226,0.9063546822658867,0.9057659638253223,0.40002
cifar10,instance_0.4,3,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-R,0.8931388387342013,0.9435771296621656,0.9176654380354919,0.39842
cifar10,instance_0.4,3,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-V,0.9108169740233988,0.9222930575774309,0.9165190931085226,0.39842
cifar10,pairflip_0.3,1,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-R,0.7407051474563037,0.8253798273207952,0.7807534029756252,0.29882
cifar10,pairflip_0.3,1,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-V,0.7929719988910452,0.7657452647078509,0.7791208417038373,0.29882
cifar10,pairflip_0.3,2,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-R,0.7367789902866051,0.8150162499170922,0.7739253660840812,0.30154
cifar10,pairflip_0.3,2,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-V,0.7894810073744261,0.7526696292365855,0.7706359716138671,0.30154
cifar10,pairflip_0.3,3,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-R,0.7376903478106298,0.8287844494741047,0.7805887331891281,0.30044
cifar10,pairflip_0.3,3,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-V,0.7918055555555555,0.75902010384769,0.7750662769356264,0.30044
cifar10,symmetric_0.6,1,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-R,0.8938927587882715,0.9192376890784301,0.9063880812759737,0.60028
cifar10,symmetric_0.6,1,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-V,0.9279690409258515,0.8468714599853402,0.8855674592805505,0.60028
cifar10,symmetric_0.6,2,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-R,0.8957267724182584,0.9226075358452818,0.9089684625492772,0.5998
cifar10,symmetric_0.6,2,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-V,0.9276450014573011,0.8490163387795931,0.8865907587311536,0.5998
cifar10,symmetric_0.6,3,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-R,0.8924679177145806,0.9215888659519211,0.9067946533874983,0.60068
cifar10,symmetric_0.6,3,a4a7ef3cc3c3e14a7b4837cdaa5994a2f9db6b613c976c2bb11ce8f303d18812,SimiFeat-V,0.9272974163241339,0.841279882799494,0.8821968506686219,0.60068
